Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
296,Jaxson Hayes,25,LAL,C,56,8,17.6,2.8,3.7,.746,0.0,0.0,1.000,2.8,3.7,.744,.751,1.2,1.8,.673,1.5,2.4,3.9,0.9,0.4,0.6,0.4,2.0,6.8,,hayesja02
297,Kevin Love,37,UTA,PF,36,5,16.6,2.2,5.4,.404,1.4,3.8,.380,0.7,1.6,.464,.539,1.0,1.2,.833,1.5,4.4,5.9,1.8,0.4,0.3,0.8,1.4,6.8,,loveke01
298,Cole Anthony,25,MIL,PG,35,0,15.1,2.8,6.6,.424,0.6,2.1,.306,2.2,4.5,.478,.472,0.5,0.7,.615,0.5,2.0,2.5,3.5,0.6,0.3,1.9,2.1,6.7,,anthoco01
299,Luke Kornet,30,SAS,C,58,23,21.2,2.6,4.1,.651,0.0,0.0,,2.6,4.1,.651,.651,1.4,1.7,.827,2.8,3.4,6.2,1.8,0.5,1.1,0.4,1.8,6.7,,kornelu01
300,Paul Reed,26,DET,C,51,8,12.9,2.8,4.7,.601,0.2,0.6,.367,2.6,4.1,.635,.624,0.9,1.5,.635,2.0,2.4,4.4,1.1,0.8,0.8,0.9,1.7,6.7,,reedpa01
301,Will Richard,23,GSW,SG,58,19,20.1,2.4,5.3,.463,1.1,3.2,.333,1.4,2.1,.661,.564,0.7,0.9,.843,1.0,1.6,2.6,1.4,1.2,0.1,0.8,1.9,6.7,,richawi02
302,Jamal Shead,23,TOR,PG,67,7,22.0,2.3,6.2,.367,1.1,3.3,.323,1.2,2.9,.416,.452,1.1,1.4,.768,0.3,1.6,1.9,5.1,0.9,0.2,1.4,2.0,6.7,,sheadja01
303,Alex Caruso,31,OKC,SG,46,0,18.7,2.4,5.7,.425,1.0,3.3,.301,1.4,2.3,.602,.513,0.8,1.0,.795,0.6,2.2,2.8,2.0,1.4,0.3,0.9,1.2,6.6,,carusal01
304,Sharife Cooper,24,WAS,PG,27,0,15.1,2.5,5.2,.479,0.6,1.7,.333,1.9,3.5,.547,.532,1.1,1.4,.789,0.4,1.6,2.0,2.4,0.3,0.1,1.4,1.4,6.6,,coopesh01
305,Gary Payton II,33,GSW,SG,61,1,14.5,2.9,5.3,.545,0.6,1.8,.306,2.3,3.5,.668,.597,0.3,0.4,.630,1.3,2.1,3.4,1.6,0.8,0.3,0.9,1.7,6.6,,paytoga02
306,Pat Spencer,29,GSW,PG,52,12,17.4,2.5,6.0,.420,0.8,2.3,.370,1.7,3.8,.451,.490,0.7,0.9,.783,0.7,1.5,2.3,3.5,0.7,0.1,1.2,1.2,6.6,,spencpa01
307,Kenrich Williams,31,OKC,PF,45,2,15.8,2.5,5.1,.489,1.0,2.3,.410,1.6,2.8,.556,.582,0.6,1.0,.674,1.0,2.3,3.2,1.4,0.5,0.1,0.8,1.1,6.6,,willike04
308,Kyle Anderson,32,3TM,SF,31,3,19.4,2.6,4.6,.563,0.1,0.2,.571,2.5,4.4,.563,.577,1.2,1.8,.679,0.8,2.6,3.4,2.6,1.0,0.5,1.0,2.4,6.5,,anderky01
308,Kyle Anderson,32,UTA,SF,20,0,20.1,2.9,5.5,.523,0.2,0.3,.600,2.7,5.2,.519,.537,1.3,1.9,.658,1.0,2.4,3.3,3.1,1.2,0.5,0.9,2.3,7.1,,anderky01
308,Kyle Anderson,32,MEM,SF,4,3,22.3,3.8,4.8,.789,0.3,0.3,1.000,3.5,4.5,.778,.816,1.5,2.0,.750,0.8,2.8,3.5,0.8,1.5,1.0,1.8,3.0,9.3,,anderky01
308,Kyle Anderson,32,MIN,SF,7,0,16.0,1.1,2.0,.571,0.0,0.1,.000,1.1,1.9,.615,.571,1.0,1.4,.700,0.4,3.3,3.7,2.6,0.3,0.4,0.9,2.1,3.3,,anderky01
309,Tyrese Martin,26,2TM,SG,44,6,17.5,2.5,6.3,.391,1.2,3.8,.321,1.3,2.5,.495,.487,0.4,0.6,.679,0.8,1.8,2.6,1.8,0.6,0.1,0.9,0.8,6.5,,martity01
309,Tyrese Martin,26,BRK,SG,37,6,18.8,2.7,6.9,.392,1.4,4.1,.336,1.3,2.8,.476,.492,0.5,0.7,.731,0.9,2.0,2.9,1.9,0.6,0.1,0.9,0.8,7.3,,martity01
309,Tyrese Martin,26,PHI,SG,7,0,10.7,1.1,3.0,.381,0.3,1.9,.154,0.9,1.1,.750,.429,0.0,0.3,.000,0.3,1.0,1.3,1.3,0.4,0.3,1.0,0.4,2.6,,martity01
310,Andre Drummond,32,PHI,C,51,24,19.9,2.6,5.4,.477,0.5,1.4,.319,2.1,4.0,.532,.518,0.9,1.5,.627,3.2,5.4,8.6,1.1,0.6,0.7,1.0,2.1,6.5,,drumman01
311,Trendon Watford,25,PHI,PF,46,7,16.9,2.6,5.1,.511,0.2,1.0,.222,2.4,4.1,.579,.532,1.0,1.4,.746,0.8,2.6,3.3,2.6,0.3,0.5,1.2,2.1,6.5,,watfotr01
312,Isaiah Jackson,24,2TM,C,49,14,16.3,2.6,4.2,.607,0.0,0.0,.000,2.6,4.2,.610,.607,1.3,2.0,.663,2.0,3.2,5.3,0.9,0.7,0.9,1.0,2.7,6.4,,jacksis01
312,Isaiah Jackson,24,IND,C,38,14,16.8,2.5,4.3,.582,0.0,0.0,.000,2.5,4.3,.585,.582,1.3,1.9,.689,2.3,3.3,5.6,0.8,0.7,0.8,1.1,2.8,6.4,,jacksis01
312,Isaiah Jackson,24,LAC,C,11,0,14.7,2.6,3.7,.707,0.0,0.0,,2.6,3.7,.707,.707,1.3,2.2,.583,1.3,3.0,4.3,1.2,0.6,1.3,0.6,2.3,6.5,,jacksis01
313,Ja'Kobe Walter,21,TOR,SG,57,11,18.8,2.2,5.2,.417,1.2,3.4,.356,1.0,1.8,.529,.532,0.9,1.1,.823,0.7,1.6,2.3,1.1,1.0,0.2,0.5,2.1,6.4,,walteja01
314,Jevon Carter,30,2TM,PG,39,0,15.1,2.2,5.6,.392,1.5,4.1,.371,0.7,1.5,.448,.528,0.4,0.5,.789,0.2,1.4,1.6,1.6,0.6,0.2,0.7,1.1,6.3,,carteje01
314,Jevon Carter,30,CHI,PG,23,0,11.0,1.8,4.5,.398,1.4,3.4,.410,0.4,1.1,.360,.553,0.4,0.4,1.000,0.2,0.9,1.1,0.8,0.6,0.1,0.5,0.8,5.4,,carteje01
314,Jevon Carter,30,ORL,PG,16,0,20.9,2.8,7.1,.386,1.7,5.1,.333,1.1,2.1,.515,.504,0.3,0.6,.556,0.3,2.1,2.3,2.6,0.8,0.4,0.9,1.4,7.5,,carteje01
315,Ryan Nembhard,22,DAL,PG,48,20,18.4,2.5,6.1,.415,0.9,2.3,.376,1.7,3.9,.438,.485,0.3,0.4,.789,0.2,1.7,1.9,4.7,0.4,0.0,1.4,1.3,6.3,,nembhry01
316,Keon Ellis,26,2TM,SG,60,7,19.6,2.2,5.1,.432,1.3,3.5,.380,0.9,1.6,.547,.563,0.5,0.8,.667,0.5,1.3,1.8,0.9,1.2,0.7,0.5,1.8,6.2,,elliske01
316,Keon Ellis,26,SAC,SG,43,5,17.6,1.9,4.9,.397,1.2,3.3,.368,0.7,1.5,.462,.524,0.5,0.7,.625,0.3,0.9,1.3,0.6,1.1,0.5,0.5,1.6,5.6,,elliske01
316,Keon Ellis,26,CLE,SG,17,2,24.4,2.8,5.5,.511,1.5,3.8,.406,1.3,1.8,.733,.649,0.7,0.9,.750,0.8,2.3,3.1,1.6,1.4,1.2,0.6,2.1,7.9,,elliske01
317,Josh Minott,23,2TM,PF,41,10,15.8,2.1,4.4,.492,1.1,2.6,.415,1.1,1.8,.603,.615,0.8,1.0,.786,1.1,2.2,3.2,0.9,0.8,0.4,0.7,1.3,6.2,,minotjo01
317,Josh Minott,23,BOS,PF,33,10,15.9,2.1,4.1,.507,1.0,2.3,.442,1.1,1.8,.593,.632,0.6,0.8,.769,1.2,2.4,3.6,1.0,0.7,0.4,0.6,1.5,5.8,,minotjo01
317,Josh Minott,23,BRK,SF,8,0,15.3,2.4,5.4,.442,1.3,3.6,.345,1.1,1.8,.643,.558,1.6,2.0,.813,0.5,1.4,1.9,0.5,0.9,0.6,1.3,0.4,7.6,,minotjo01
318,Gradey Dick,22,TOR,SG,63,1,15.1,2.2,5.2,.419,0.8,2.6,.301,1.4,2.6,.540,.495,1.1,1.3,.873,0.6,1.5,2.1,0.7,0.6,0.1,0.6,1.4,6.2,,dickgr01
319,Tidjane Salaün,20,CHO,PF,36,0,15.9,2.2,4.4,.506,1.0,2.3,.434,1.2,2.1,.587,.620,0.7,1.1,.650,0.7,3.4,4.1,0.8,0.4,0.2,0.7,1.5,6.2,,salauti01
320,Jamaree Bouyea,26,PHO,PG,35,0,14.8,2.5,5.2,.473,0.5,1.8,.306,1.9,3.4,.558,.525,0.6,0.9,.710,0.4,1.4,1.8,1.7,0.7,0.4,0.6,0.9,6.1,,bouyeja01
321,Oso Ighodaro,23,PHO,PF,69,15,21.4,2.7,4.3,.639,0.0,0.0,.000,2.7,4.2,.642,.639,0.6,1.3,.478,1.6,3.2,4.9,2.1,1.0,0.6,1.3,2.6,6.1,,ighodos01
322,Tre Mann,24,CHO,PG,44,1,14.3,2.3,6.4,.357,1.1,3.3,.322,1.2,3.0,.396,.441,0.5,0.6,.852,0.5,1.6,2.0,1.9,0.5,0.1,1.1,1.5,6.1,,manntr01
323,Drake Powell,20,BRK,SG,51,13,19.5,2.1,5.1,.414,0.8,2.7,.287,1.4,2.5,.552,.489,1.1,1.2,.905,0.3,1.4,1.7,1.5,0.5,0.2,1.0,1.4,6.1,,poweldr01
324,Jamir Watkins,24,WAS,SG,36,4,18.7,2.3,5.0,.461,0.8,2.6,.295,1.5,2.4,.647,.539,0.7,1.2,.619,0.9,2.5,3.4,1.1,0.9,0.5,0.7,2.5,6.1,,watkija01
325,Kasparas Jakučionis,19,MIA,PG,42,11,17.8,1.9,4.6,.420,1.3,3.0,.424,0.7,1.6,.412,.557,0.9,1.0,.886,0.8,1.9,2.7,2.4,0.7,0.1,1.0,1.9,6.0,,jakucka01
326,Sean Pedulla,23,LAC,PG,1,0,6.0,2.0,4.0,.500,2.0,4.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,,pedulse01
327,Taurean Prince,31,MIL,SF,13,1,19.8,2.2,4.8,.452,1.5,3.3,.442,0.7,1.5,.474,.605,0.2,0.2,1.000,0.0,1.8,1.8,0.9,0.7,0.2,0.5,2.3,6.0,,princta02
328,Dean Wade,29,CLE,PF,54,33,22.5,2.1,4.8,.438,1.2,3.4,.364,0.9,1.4,.618,.567,0.5,0.7,.711,0.9,3.3,4.2,1.5,0.8,0.4,0.3,1.6,6.0,,wadede01
329,Kris Murray,25,POR,SF,44,15,23.9,2.3,5.0,.457,0.6,2.1,.266,1.7,2.9,.598,.514,0.7,1.0,.696,1.7,2.1,3.8,1.1,1.0,0.4,0.8,1.7,5.9,,murrakr01
330,Dru Smith,28,MIA,SG,65,1,16.9,2.0,4.8,.417,0.6,1.9,.304,1.4,2.9,.492,.478,1.3,1.6,.832,0.9,1.7,2.6,2.6,1.5,0.3,0.8,1.6,5.9,,smithdr01
331,Nae'Qwan Tomlin,25,CLE,PF,53,2,15.8,2.4,5.1,.468,0.4,1.8,.204,2.0,3.2,.620,.506,0.8,1.0,.741,1.3,1.5,2.8,0.8,0.7,0.5,0.4,2.0,5.9,,tomlina01
332,Nate Williams,26,GSW,SG,8,0,12.6,2.1,4.8,.447,0.6,1.6,.385,1.5,3.1,.480,.513,1.0,1.1,.889,1.4,0.3,1.6,0.8,0.3,0.0,0.8,1.6,5.9,,willije02
333,Mac McClung,27,2TM,SG,4,0,11.8,2.3,6.3,.360,0.5,3.0,.167,1.8,3.3,.538,.400,0.8,1.0,.750,0.0,1.3,1.3,0.5,1.3,0.5,0.8,2.0,5.8,,mccluma01
333,Mac McClung,27,IND,SG,3,0,11.3,2.3,6.0,.389,0.7,3.3,.200,1.7,2.7,.625,.444,1.0,1.3,.750,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,,mccluma01
333,Mac McClung,27,CHI,SG,1,0,13.0,2.0,7.0,.286,0.0,2.0,.000,2.0,5.0,.400,.286,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,,mccluma01
334,Steven Adams,32,HOU,C,32,11,22.8,2.2,4.3,.504,0.0,0.0,,2.2,4.3,.504,.504,1.5,2.5,.580,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,,adamsst01
335,Thomas Bryant,28,CLE,C,51,0,11.3,2.0,4.2,.488,0.8,2.2,.348,1.3,2.0,.644,.580,1.0,1.2,.847,0.9,2.1,3.0,0.6,0.3,0.5,0.4,1.2,5.8,,bryanth01
336,Sidy Cissoko,21,POR,SF,62,24,20.9,2.0,4.9,.405,0.9,3.0,.317,1.1,2.0,.537,.500,0.9,1.3,.675,0.9,1.5,2.4,1.5,0.8,0.4,1.0,2.6,5.8,,cissosi01
337,Spencer Jones,24,DEN,SF,57,35,22.8,2.2,4.3,.504,1.0,2.4,.406,1.2,1.9,.630,.618,0.5,0.8,.617,1.2,2.1,3.3,0.8,0.9,0.5,0.5,2.7,5.8,,jonessp01
338,Ben Saraf,19,BRK,SG,32,6,18.3,2.0,5.3,.380,0.4,1.8,.220,1.6,3.5,.464,.418,1.3,1.7,.796,0.3,1.2,1.5,3.1,0.8,0.2,2.0,1.5,5.8,,sarafbe01
339,Nick Smith Jr.,21,LAL,SG,25,1,12.7,2.2,5.3,.421,1.1,2.8,.391,1.2,2.6,.453,.523,0.3,0.4,.636,0.1,0.7,0.8,1.1,0.4,0.1,0.8,1.0,5.8,,smithni01
340,Ryan Dunn,23,PHO,SF,60,14,19.4,2.3,5.2,.441,0.8,2.4,.331,1.5,2.8,.536,.518,0.3,0.7,.500,1.4,2.7,4.1,1.4,0.8,0.4,0.8,2.1,5.7,,dunnry01
341,Justin Edwards,22,PHI,SF,52,9,15.3,2.1,4.7,.443,1.0,2.7,.355,1.1,2.0,.562,.545,0.5,0.6,.839,0.5,1.2,1.7,1.3,0.8,0.2,0.6,1.6,5.7,,edwarju01
342,Marcus Sasser,25,DET,PG,27,5,12.5,2.0,4.7,.421,1.3,2.9,.430,0.7,1.7,.404,.556,0.5,0.5,.929,0.2,0.9,1.1,2.0,0.7,0.1,0.9,1.2,5.7,,sassema01
343,Ousmane Dieng,22,2TM,C,43,7,15.3,2.1,5.0,.427,1.1,2.8,.395,1.0,2.2,.468,.538,0.3,0.4,.722,0.4,2.0,2.5,1.5,0.3,0.3,0.6,1.2,5.6,,diengou01
343,Ousmane Dieng,22,OKC,C,27,0,10.9,1.4,3.4,.418,0.7,1.8,.367,0.7,1.6,.476,.516,0.2,0.2,1.000,0.3,1.3,1.6,1.0,0.1,0.3,0.3,0.8,3.7,,diengou01
343,Ousmane Dieng,22,MIL,C,16,7,22.8,3.3,7.6,.434,1.8,4.4,.414,1.5,3.3,.462,.553,0.4,0.8,.583,0.6,3.4,4.0,2.3,0.7,0.4,1.2,1.9,8.9,,diengou01
344,Goga Bitadze,26,ORL,C,50,2,14.8,2.3,3.4,.688,0.0,0.2,.182,2.3,3.2,.723,.694,0.9,1.3,.687,2.0,2.8,4.8,1.2,0.6,1.0,0.5,1.9,5.6,,bitadgo01
345,Karlo Matković,24,NOP,PF,55,2,14.2,2.2,3.5,.631,0.6,1.3,.479,1.6,2.2,.721,.721,0.5,0.6,.771,1.1,2.5,3.6,0.9,0.4,0.9,0.5,1.7,5.6,,matkoka01
346,Nick Richards,28,2TM,C,44,3,14.1,2.0,4.0,.514,0.1,0.3,.231,2.0,3.7,.537,.523,1.4,2.1,.659,1.6,3.3,4.9,0.4,0.2,0.7,1.2,1.8,5.5,,richani01
346,Nick Richards,28,PHO,C,28,2,9.1,1.3,2.5,.493,0.0,0.0,,1.3,2.5,.493,.493,0.7,1.0,.679,1.3,2.0,3.3,0.3,0.1,0.5,0.9,1.4,3.2,,richani01
346,Nick Richards,28,CHI,C,16,1,22.8,3.4,6.5,.529,0.2,0.8,.231,3.3,5.7,.571,.543,2.6,3.9,.651,2.3,5.6,7.8,0.5,0.4,1.1,1.8,2.6,9.6,,richani01
347,Eric Gordon,37,PHI,SG,6,0,12.3,2.0,3.5,.571,1.3,2.3,.571,0.7,1.2,.571,.762,0.2,0.3,.500,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,gordoer01
348,Haywood Highsmith,29,PHO,SF,6,0,13.3,1.7,3.3,.500,1.3,2.2,.615,0.3,1.2,.286,.700,0.8,1.0,.833,1.0,1.2,2.2,1.2,0.7,0.0,0.0,1.3,5.5,,highsha01
349,DeJon Jarreau,28,MEM,SG,2,0,23.5,2.0,5.0,.400,0.0,1.5,.000,2.0,3.5,.571,.400,1.5,2.0,.750,1.5,4.5,6.0,4.5,0.5,0.0,2.5,3.0,5.5,,jarrede01
350,Yves Missi,21,NOP,C,56,9,19.0,2.3,4.3,.535,0.0,0.0,.000,2.3,4.3,.537,.535,0.8,1.5,.566,2.8,2.9,5.6,1.2,0.3,1.5,0.8,1.6,5.5,,missiyv01
351,Aaron Holiday,29,HOU,PG,43,1,13.0,1.8,4.6,.396,1.0,2.9,.360,0.8,1.7,.458,.510,0.7,0.9,.865,0.2,0.7,0.9,0.9,0.4,0.1,0.6,1.3,5.4,,holidaa01
352,Jett Howard,22,ORL,SF,46,0,12.7,1.8,4.7,.397,1.0,2.8,.346,0.9,1.9,.471,.500,0.7,0.8,.944,0.4,1.3,1.7,0.9,0.2,0.2,0.3,1.2,5.4,,howarje01
353,Sion James,23,CHO,SG,69,19,23.0,1.6,4.4,.372,1.0,2.7,.360,0.7,1.7,.391,.483,1.1,1.3,.839,0.6,2.9,3.5,1.9,0.6,0.3,0.9,1.8,5.3,,jamessi01
354,Jalen Pickett,26,DEN,SG,44,18,16.7,2.0,4.7,.424,1.0,2.6,.386,1.0,2.1,.473,.532,0.3,0.3,.867,0.4,2.0,2.4,2.4,0.3,0.1,0.7,0.9,5.3,,pickeja02
355,Mitchell Robinson,27,NYK,C,51,15,19.5,2.3,3.3,.708,0.0,0.0,,2.3,3.3,.708,.708,0.7,1.7,.391,4.4,4.5,8.9,1.0,0.9,1.1,0.7,2.1,5.3,,robinmi01
356,Jalen Slawson,26,IND,SF,4,1,22.8,1.5,5.5,.273,1.0,3.8,.267,0.5,1.8,.286,.364,1.3,1.5,.833,1.0,3.0,4.0,2.8,1.8,1.3,1.3,2.5,5.3,,slawsja01
357,Jordan Walsh,21,BOS,PF,58,20,17.2,2.0,3.8,.525,0.7,1.7,.408,1.3,2.1,.618,.615,0.6,0.8,.750,1.3,2.8,4.1,0.7,0.7,0.4,0.6,2.1,5.3,,walshjo01
358,KJ Simpson,23,2TM,PG,17,2,14.5,1.9,5.6,.344,0.7,2.3,.308,1.2,3.4,.368,.406,0.6,1.1,.611,0.5,1.5,2.0,2.5,0.9,0.0,1.4,0.9,5.2,,simpskj01
358,KJ Simpson,23,CHO,PG,14,2,15.9,2.2,6.4,.348,0.9,2.8,.308,1.4,3.6,.380,.416,0.7,1.1,.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,,simpskj01
358,KJ Simpson,23,DEN,PG,3,0,7.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.3,0.7,.500,1.0,0.7,1.7,2.7,0.3,0.0,0.0,0.3,1.7,,simpskj01
359,Dylan Cardwell,24,SAC,C,32,1,20.7,2.2,3.8,.592,0.0,0.0,.000,2.2,3.7,.597,.592,0.7,1.4,.523,3.1,4.6,7.6,1.3,0.7,1.5,0.8,3.6,5.2,,cardwdy01
360,Drew Eubanks,28,SAC,C,42,11,13.1,2.2,3.7,.596,0.0,0.2,.143,2.2,3.5,.617,.599,0.8,1.4,.561,0.9,2.1,3.0,0.5,0.4,0.6,0.7,1.4,5.2,,eubandr01
361,Elijah Harkless,25,UTA,SG,19,3,17.1,1.4,4.4,.321,0.6,2.6,.245,0.8,1.8,.429,.393,1.7,2.1,.800,0.3,1.2,1.4,2.1,0.9,0.2,0.9,1.9,5.2,,harklej01
362,Garrison Mathews,29,IND,SG,15,1,13.1,1.4,3.5,.404,1.1,3.1,.370,0.3,0.4,.667,.567,1.3,1.5,.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,mathega01
363,Blake Wesley,22,POR,SG,23,0,13.1,2.0,4.3,.460,0.4,1.3,.333,1.6,3.0,.514,.510,0.8,1.4,.545,0.3,1.0,1.3,2.3,0.7,0.1,1.1,1.3,5.2,,weslebl01
364,Jalen Wilson,25,BRK,PF,44,0,14.0,1.7,4.3,.382,1.0,2.8,.377,0.6,1.6,.391,.503,0.9,1.2,.745,0.2,1.4,1.6,0.6,0.4,0.0,0.5,1.3,5.2,,wilsoja03
365,Johnny Furphy,21,IND,SG,35,21,18.4,2.0,4.3,.470,0.7,2.0,.324,1.3,2.2,.603,.547,0.5,1.0,.486,0.9,3.5,4.4,1.2,0.6,0.2,0.8,1.9,5.1,,furphjo01
366,Killian Hayes,24,SAC,PG,12,2,17.5,1.8,5.8,.319,0.8,2.8,.294,1.0,2.9,.343,.391,0.6,0.7,.875,0.2,2.2,2.3,3.8,0.5,0.2,1.1,1.6,5.1,,hayeski01
367,Ethan Thompson,26,IND,SG,24,6,17.4,1.8,5.0,.367,1.0,3.1,.307,0.9,1.9,.467,.463,0.5,0.7,.706,0.5,1.3,1.8,1.5,0.6,0.3,0.7,2.0,5.1,,thompet01
368,Tyler Burton,25,MEM,SF,3,0,26.0,1.3,8.0,.167,1.0,5.0,.200,0.3,3.0,.111,.229,1.3,2.0,.667,1.3,3.3,4.7,0.7,1.0,0.3,1.7,2.3,5.0,,burtoty01
369,Andersson Garcia,25,UTA,SF,3,1,32.3,1.7,6.0,.278,0.3,3.0,.111,1.3,3.0,.444,.306,1.3,1.3,1.000,2.7,5.0,7.7,1.7,1.7,0.7,2.0,3.3,5.0,,garcian01
370,Jahmai Mashack,23,MEM,SG,24,3,18.7,2.0,5.3,.381,0.6,2.1,.280,1.4,3.2,.447,.437,0.4,0.7,.529,0.8,1.4,2.2,1.3,1.2,0.5,1.0,2.0,5.0,,mashaja01
371,Asa Newell,20,ATL,PF,40,1,11.1,2.0,3.7,.537,0.7,1.7,.391,1.3,2.0,.663,.628,0.4,0.6,.560,0.9,1.1,2.0,0.5,0.4,0.3,0.5,1.6,5.0,,newelas01
372,Josh Okogie,27,HOU,SG,64,29,18.5,1.8,4.1,.435,0.9,2.3,.400,0.9,1.8,.478,.546,0.5,0.9,.576,1.1,1.6,2.7,0.9,0.9,0.2,0.6,1.5,5.0,,okogijo01
373,Guerschon Yabusele,30,2TM,C,57,12,13.4,1.7,4.1,.406,0.9,2.6,.367,0.7,1.5,.471,.521,0.6,0.9,.714,0.7,2.4,3.1,0.9,0.3,0.2,0.6,1.1,4.9,,yabusgu01
373,Guerschon Yabusele,30,NYK,C,41,0,8.9,1.0,2.6,.393,0.5,1.7,.294,0.5,1.0,.564,.486,0.2,0.3,.667,0.6,1.5,2.1,0.4,0.1,0.1,0.4,0.9,2.7,,yabusgu01
373,Guerschon Yabusele,30,CHI,C,16,12,24.9,3.3,7.9,.417,2.1,4.9,.430,1.2,3.0,.396,.551,1.7,2.3,.730,1.1,4.5,5.6,1.9,0.8,0.4,1.1,1.8,10.4,,yabusgu01
374,Branden Carlson,26,OKC,C,35,2,10.7,2.0,3.8,.522,0.6,1.7,.344,1.4,2.1,.671,.601,0.3,0.5,.529,0.7,1.9,2.6,0.6,0.2,0.5,0.4,0.9,4.9,,carlsbr01
375,Baylor Scheierman,25,BOS,SG,63,17,17.3,1.8,3.9,.455,1.1,2.8,.385,0.7,1.1,.642,.596,0.3,0.3,.889,0.7,2.7,3.4,1.3,0.6,0.1,0.6,1.3,4.9,,scheiba01
376,Kobe Brown,26,2TM,PF,50,4,13.7,1.7,3.8,.437,0.7,1.9,.340,1.0,1.9,.538,.524,0.8,1.0,.796,1.0,1.7,2.7,1.0,0.3,0.2,0.8,1.1,4.8,,brownko01
376,Kobe Brown,26,LAC,PF,34,0,8.7,1.0,2.5,.393,0.4,1.4,.265,0.6,1.0,.571,.470,0.6,0.8,.808,0.5,1.0,1.6,0.8,0.3,0.1,0.4,0.5,2.9,,brownko01
376,Kobe Brown,26,IND,PF,16,4,24.5,3.1,6.6,.472,1.3,3.0,.417,1.9,3.6,.517,.566,1.1,1.4,.783,2.0,3.2,5.2,1.3,0.4,0.5,1.4,2.3,8.6,,brownko01
377,Leonard Miller,22,2TM,SF,32,5,10.7,1.9,3.4,.555,0.3,1.3,.262,1.6,2.1,.735,.605,0.6,0.8,.792,0.7,2.0,2.7,0.6,0.3,0.3,0.5,0.9,4.8,,millele01
377,Leonard Miller,22,MIN,SF,19,0,5.0,0.9,1.7,.545,0.1,0.6,.083,0.9,1.1,.810,.561,0.4,0.6,.636,0.4,0.9,1.3,0.3,0.2,0.0,0.5,0.6,2.3,,millele01
377,Leonard Miller,22,CHI,SF,13,5,19.0,3.3,5.9,.558,0.8,2.3,.333,2.5,3.6,.702,.623,0.9,1.0,.923,1.2,3.5,4.6,1.1,0.5,0.6,0.5,1.4,8.3,,millele01
378,Rob Dillingham,21,2TM,PG,51,0,12.8,1.9,5.3,.356,0.5,1.5,.312,1.4,3.8,.373,.400,0.5,0.7,.750,0.3,1.5,1.8,2.2,0.7,0.1,1.3,1.5,4.8,,dilliro01
378,Rob Dillingham,21,MIN,PG,35,0,9.3,1.3,4.0,.333,0.3,0.9,.364,1.0,3.1,.324,.376,0.4,0.6,.750,0.1,1.0,1.2,1.7,0.5,0.1,1.0,1.0,3.5,,dilliro01
378,Rob Dillingham,21,CHI,PG,16,0,20.4,3.1,8.1,.380,0.8,2.8,.273,2.3,5.3,.435,.426,0.8,1.0,.750,0.6,2.4,3.1,3.4,1.1,0.0,1.9,2.6,7.6,,dilliro01
379,Ochai Agbaji,25,2TM,SG,54,13,15.6,1.9,4.2,.450,0.5,1.8,.265,1.4,2.4,.588,.507,0.5,0.6,.818,0.8,1.5,2.3,0.8,0.4,0.3,0.5,1.6,4.8,,agbajoc01
379,Ochai Agbaji,25,TOR,SG,42,13,15.5,1.7,4.0,.424,0.3,1.5,.185,1.4,2.5,.571,.459,0.6,0.7,.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3,,agbajoc01
379,Ochai Agbaji,25,BRK,SG,12,0,15.9,2.6,4.9,.525,1.2,2.8,.424,1.4,2.2,.654,.644,0.2,0.3,.500,0.7,1.7,2.3,1.0,0.5,0.5,0.8,0.8,6.5,,agbajoc01
380,Josh Green,25,CHO,SG,45,0,16.6,1.6,3.4,.474,1.1,2.5,.430,0.5,0.8,.605,.635,0.5,0.6,.885,0.9,1.1,2.0,0.9,0.6,0.1,0.6,1.2,4.8,,greenjo02
381,Tyrese Proctor,21,CLE,PG,42,1,10.4,1.7,4.2,.395,0.9,2.5,.336,0.8,1.7,.486,.497,0.6,0.7,.862,0.1,0.9,1.0,1.3,0.4,0.0,0.6,1.1,4.8,,proctty01
382,Adem Bona,22,PHI,C,59,11,17.4,1.8,3.1,.583,0.0,0.1,.333,1.7,2.9,.592,.589,1.1,1.5,.700,1.8,2.5,4.4,0.4,0.4,1.3,0.8,2.2,4.7,,bonaad01
