Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
117,Dillon Brooks,30,PHO,SF,50,50,1530,14.8,.547,.392,.216,2.7,10.8,6.6,9.6,1.7,0.5,8.5,29.0,0.7,1.4,2.1,.066,-0.7,-1.4,-2.1,0.0,,brookdi01
118,Cam Spencer,25,MEM,SG,64,17,1526,17.6,.654,.584,.248,2.5,9.5,6.0,32.6,1.4,0.6,13.0,17.5,4.4,0.8,5.2,.162,3.2,-0.7,2.5,1.7,,spencca01
119,Kyle Filipowski,22,UTA,C,66,30,1510,15.8,.593,.336,.350,8.9,24.6,16.6,14.8,2.0,2.2,15.2,19.0,1.6,1.1,2.7,.085,-0.8,-0.4,-1.3,0.3,,filipky01
120,Moses Moody,23,GSW,SG,59,48,1506,13.4,.603,.682,.203,3.6,10.9,7.2,9.1,1.8,1.9,8.6,18.0,1.7,1.4,3.1,.100,0.2,-0.3,-0.1,0.7,,moodymo01
121,Tristan Da Silva,24,ORL,SF,62,25,1505,12.0,.569,.527,.111,3.4,13.8,8.6,8.7,1.9,1.3,9.1,16.1,0.9,1.8,2.6,.084,-0.7,0.3,-0.3,0.6,,dasiltr01
122,Peyton Watson,23,DEN,SF,49,39,1502,14.4,.600,.338,.331,3.5,14.1,9.0,9.1,1.6,3.6,12.4,20.2,1.0,1.4,2.4,.078,-0.6,-0.5,-1.1,0.4,,watsope01
123,Norman Powell,32,MIA,SG,50,49,1501,18.1,.613,.456,.358,1.2,11.1,6.1,13.1,1.8,0.7,9.9,27.4,2.2,1.8,4.0,.128,2.2,0.1,2.3,1.6,AS,powelno01
124,Draymond Green,35,GSW,PF,55,55,1492,10.3,.535,.624,.154,3.2,19.7,11.3,26.6,1.5,2.0,24.8,16.5,-0.4,1.8,1.4,.044,-2.5,1.0,-1.5,0.2,,greendr01
125,Isaiah Collier,21,UTA,PG,58,18,1489,15.0,.567,.194,.399,1.5,9.4,5.4,40.1,2.0,1.3,19.4,20.5,1.5,0.3,1.8,.058,-0.6,-1.9,-2.5,-0.2,,colliis01
126,Ausar Thompson,23,DET,SF,58,57,1484,16.2,.540,.047,.347,9.2,15.8,12.5,15.7,3.6,3.3,13.3,17.4,1.2,3.1,4.4,.141,-0.5,3.3,2.7,1.8,,thompau01
127,Isaac Okoro,25,CHI,SG,55,55,1480,9.4,.565,.480,.247,4.5,6.3,5.4,7.8,1.2,1.4,8.5,13.6,1.1,0.6,1.8,.057,-3.2,-1.0,-4.2,-0.8,,okorois01
128,Jamal Shead,23,TOR,PG,67,7,1475,10.7,.490,.528,.228,1.7,8.3,4.9,30.2,2.1,0.7,16.6,16.0,0.5,1.6,2.0,.067,-2.3,0.1,-2.2,-0.1,,sheadja01
129,Josh Giddey,23,CHI,PG,46,43,1470,19.1,.575,.380,.329,4.4,23.9,14.3,41.1,1.6,1.0,18.8,25.3,1.8,1.5,3.3,.107,2.8,0.5,3.4,2.0,,giddejo01
130,Brice Sensabaugh,22,UTA,SF,65,14,1459,14.0,.581,.535,.233,3.9,10.7,7.2,11.2,1.5,0.6,10.5,24.0,1.0,0.1,1.0,.034,0.0,-2.9,-2.9,-0.3,,sensabr01
131,Pelle Larsson,24,MIA,SG,57,44,1455,13.3,.602,.359,.382,3.4,10.3,6.8,17.5,1.3,0.9,11.9,16.1,2.2,1.5,3.7,.123,-0.9,0.5,-0.4,0.6,,larsspe01
132,Jaren Jackson Jr.,26,2TM,C,48,48,1454,15.8,.576,.327,.282,3.1,17.3,10.1,10.3,1.7,4.4,11.7,26.1,0.3,1.6,1.8,.060,-1.0,0.5,-0.5,0.6,,jacksja02
132,Jaren Jackson Jr.,26,MEM,C,45,45,1382,15.4,.574,.328,.279,3.2,17.2,10.1,9.8,1.6,4.5,11.7,25.6,0.2,1.5,1.7,.059,-1.2,0.4,-0.8,0.4,,jacksja02
132,Jaren Jackson Jr.,26,UTA,C,3,3,72,23.5,.598,.306,.327,1.5,18.5,9.8,20.8,3.9,1.4,11.1,36.2,0.1,0.1,0.1,.086,2.4,2.0,4.5,0.1,,jacksja02
133,Dennis Schröder,32,2TM,PG,57,16,1448,13.0,.525,.374,.312,1.8,10.6,6.1,27.7,1.6,0.6,14.5,21.6,0.5,0.6,1.1,.037,-0.8,-1.3,-2.1,0.0,,schrode01
133,Dennis Schröder,32,SAC,PG,40,14,1056,13.7,.531,.393,.315,2.3,10.8,6.4,28.6,1.5,0.5,14.1,22.5,0.5,0.2,0.7,.032,-0.1,-1.8,-1.9,0.0,,schrode01
133,Dennis Schröder,32,CLE,PG,17,2,392,11.0,.505,.311,.303,0.6,9.8,5.2,25.1,2.0,1.0,15.8,19.0,0.0,0.4,0.4,.051,-2.8,0.0,-2.8,-0.1,,schrode01
134,Oso Ighodaro,23,PHO,PF,68,14,1443,13.1,.628,.004,.319,7.8,17.4,12.5,13.7,2.2,2.9,20.5,11.9,1.4,2.0,3.4,.114,-2.6,2.3,-0.4,0.6,,ighodos01
135,Lauri Markkanen,28,UTA,PF,42,42,1443,21.4,.608,.402,.333,6.2,15.7,10.9,10.3,1.4,1.4,6.4,28.3,3.4,0.3,3.7,.123,4.7,-2.1,2.6,1.6,,markkla01
136,Shaedon Sharpe,22,POR,SG,48,42,1439,15.5,.550,.351,.229,3.5,12.5,7.9,15.1,2.2,0.4,13.4,30.3,-0.2,1.4,1.1,.038,-0.2,-1.1,-1.3,0.3,,sharpsh01
137,Austin Reaves,27,LAL,SG,42,36,1435,21.3,.647,.427,.471,2.3,13.8,8.2,24.7,1.6,1.0,13.8,27.3,3.8,1.1,4.9,.164,3.9,-0.6,3.4,2.0,,reaveau01
138,Kel'el Ware,21,MIA,C,63,31,1431,20.2,.614,.338,.156,14.0,28.6,21.3,3.5,1.8,4.4,8.6,18.0,2.6,2.9,5.5,.185,1.9,0.3,2.2,1.5,,wareke01
139,Sandro Mamukelashvili,26,TOR,C,65,12,1423,17.4,.626,.469,.242,7.1,18.2,12.5,12.1,1.7,2.4,8.8,18.4,2.7,2.0,4.7,.159,1.6,0.6,2.2,1.5,,mamuksa01
140,Tobias Harris,33,DET,PF,50,50,1414,14.1,.566,.354,.235,3.5,16.5,10.1,10.7,1.6,1.1,8.2,18.7,1.8,2.1,3.8,.130,0.1,0.5,0.6,0.9,,harrito02
141,Jay Huff,27,IND,C,68,41,1406,15.6,.594,.625,.171,4.6,16.0,10.1,9.5,1.2,8.0,9.7,18.1,1.1,1.6,2.8,.094,-0.7,1.3,0.6,0.9,,huffja01
142,Jarrett Allen,27,CLE,C,51,51,1405,21.8,.670,.021,.476,10.3,23.4,16.9,10.2,1.7,2.9,10.6,19.4,3.9,2.1,6.0,.205,2.1,0.5,2.7,1.7,,allenja01
143,Terance Mann,29,BRK,SG,57,47,1397,10.7,.569,.406,.224,5.2,9.9,7.4,19.3,1.3,0.9,14.4,13.6,1.4,0.5,1.9,.064,-2.4,-0.7,-3.1,-0.4,,mannte01
144,Ivica Zubac,28,2TM,C,46,45,1397,18.6,.631,.000,.300,13.1,27.6,20.5,11.4,0.6,2.5,14.2,19.0,2.6,1.5,4.1,.141,0.7,-0.8,-0.1,0.7,,zubaciv01
144,Ivica Zubac,28,LAC,C,43,42,1328,18.9,.635,.000,.308,13.4,27.7,20.7,11.4,0.6,2.6,14.4,19.0,2.6,1.4,4.0,.145,0.9,-0.8,0.1,0.7,,zubaciv01
144,Ivica Zubac,28,IND,C,3,3,69,13.5,.542,.000,.160,7.6,26.0,16.5,11.3,0.7,1.2,10.1,18.3,0.0,0.1,0.1,.055,-3.0,-1.2,-4.3,0.0,,zubaciv01
145,Kyshawn George,22,WAS,SF,48,48,1391,13.9,.559,.451,.227,3.2,15.6,9.4,22.6,1.6,2.7,16.5,22.8,0.2,0.6,0.8,.028,-0.6,-0.7,-1.2,0.3,,georgky01
146,Precious Achiuwa,26,SAC,C,61,45,1388,16.2,.570,.168,.201,10.3,20.9,15.5,8.3,1.9,2.7,8.4,16.4,1.6,1.1,2.7,.095,-0.4,-0.5,-0.9,0.4,,achiupr01
147,Dominick Barlow,22,PHI,PF,57,50,1388,13.4,.598,.221,.323,8.6,12.6,10.6,6.5,1.9,2.6,10.7,13.4,1.8,1.4,3.2,.110,-1.2,0.2,-1.1,0.3,,barlodo01
148,Vít Krejčí,25,2TM,PG,64,8,1387,11.2,.611,.768,.120,2.4,9.2,5.7,9.7,1.6,1.2,8.4,14.6,1.5,1.2,2.7,.094,-1.5,-0.2,-1.7,0.1,,krejcvi01
148,Vít Krejčí,25,ATL,PG,46,8,1028,11.3,.639,.776,.117,2.0,8.3,5.1,8.7,1.7,1.1,8.5,14.3,1.2,0.9,2.1,.098,-1.4,-0.1,-1.5,0.1,,krejcvi01
148,Vít Krejčí,25,POR,PG,18,0,359,10.8,.538,.746,.127,3.5,11.9,7.6,12.5,1.3,1.2,8.1,15.3,0.3,0.3,0.6,.083,-2.0,-0.4,-2.3,0.0,,krejcvi01
149,Cedric Coward,22,MEM,SG,53,38,1378,14.8,.581,.427,.248,5.8,20.0,12.8,16.1,1.0,1.5,13.6,21.2,1.1,1.1,2.3,.078,0.1,-0.5,-0.3,0.6,,cowarce01
150,Tre Jones,26,CHI,PG,51,27,1376,17.9,.632,.216,.363,2.4,8.9,5.7,29.0,2.1,0.6,11.6,18.0,3.5,0.9,4.5,.155,0.8,0.3,1.1,1.1,,jonestr01
151,Anfernee Simons,26,2TM,SG,55,5,1372,14.6,.576,.585,.119,2.5,8.2,5.4,14.6,1.0,0.6,9.1,23.6,1.8,1.0,2.9,.100,1.2,-1.4,-0.2,0.7,,simonan01
151,Anfernee Simons,26,BOS,SG,49,0,1202,15.2,.579,.579,.127,2.4,8.3,5.4,14.5,1.1,0.5,8.4,23.6,1.9,1.0,2.9,.116,1.6,-1.1,0.5,0.8,,simonan01
151,Anfernee Simons,26,CHI,SG,6,5,170,10.3,.554,.625,.063,3.2,7.4,5.3,15.8,0.0,1.0,13.7,23.5,-0.1,0.0,0.0,-0.013,-1.2,-3.8,-5.0,-0.1,,simonan01
152,Bennedict Mathurin,23,2TM,SF,44,25,1372,14.5,.576,.367,.458,3.5,16.6,10.0,11.3,1.2,0.7,12.2,25.3,0.7,0.9,1.7,.058,-1.2,-1.6,-2.8,-0.3,,mathube01
152,Bennedict Mathurin,23,IND,SF,28,24,891,12.8,.589,.436,.408,2.6,16.2,9.2,10.7,0.9,0.4,13.2,23.1,0.3,0.5,0.8,.042,-1.1,-1.8,-2.8,-0.2,,mathube01
152,Bennedict Mathurin,23,LAC,SF,16,1,481,17.7,.557,.260,.537,5.2,17.4,11.5,12.3,1.9,1.4,10.6,29.4,0.4,0.5,0.9,.088,-1.4,-1.2,-2.6,-0.1,,mathube01
153,Jock Landale,30,2TM,C,61,26,1351,16.8,.596,.345,.238,13.8,14.7,14.2,10.5,1.1,2.0,8.9,18.6,2.6,1.0,3.6,.129,1.1,-1.2,-0.1,0.7,,landajo01
153,Jock Landale,30,MEM,C,45,25,1060,16.9,.594,.332,.229,14.3,15.5,14.9,10.4,1.1,1.9,9.7,18.5,2.0,0.8,2.7,.124,1.1,-1.2,-0.1,0.5,,landajo01
153,Jock Landale,30,ATL,C,16,1,291,16.8,.601,.391,.273,12.0,11.6,11.8,10.8,0.8,2.5,6.1,18.8,0.6,0.3,0.9,.144,1.0,-1.1,-0.1,0.1,,landajo01
154,Luke Kennard,29,2TM,SG,64,1,1342,13.5,.707,.590,.137,2.0,9.5,5.7,12.9,1.5,0.5,11.0,13.2,2.6,1.0,3.6,.129,0.1,0.1,0.2,0.8,,kennalu01
154,Luke Kennard,29,ATL,SG,46,0,944,13.5,.713,.621,.146,2.1,9.3,5.6,13.3,1.6,0.5,11.1,12.7,1.8,0.8,2.6,.134,0.2,0.2,0.4,0.6,,kennalu01
154,Luke Kennard,29,LAL,SG,18,1,398,13.4,.694,.523,.117,1.5,10.0,5.9,11.9,1.2,0.7,10.7,14.3,0.8,0.2,1.0,.118,0.0,-0.2,-0.2,0.2,,kennalu01
155,Herbert Jones,27,NOP,SF,46,46,1332,9.2,.487,.529,.140,3.4,10.0,6.7,12.7,2.7,1.6,12.6,15.2,-0.3,1.0,0.7,.024,-3.8,0.6,-3.2,-0.4,,joneshe01
156,Kelly Oubre Jr.,30,PHI,SF,41,36,1330,13.1,.581,.448,.299,3.3,13.3,8.2,7.7,2.0,1.6,10.2,18.4,1.0,1.3,2.3,.082,-1.1,-0.5,-1.6,0.1,,oubreke01
157,Mark Williams,24,PHO,C,56,52,1322,21.8,.670,.002,.396,14.2,24.1,19.0,6.5,1.9,3.6,10.9,17.5,3.7,2.1,5.8,.212,1.4,0.3,1.8,1.3,,willima07
158,Brandon Williams,26,DAL,PG,60,15,1320,16.7,.569,.254,.461,2.3,11.6,7.0,25.8,2.0,1.2,14.2,25.1,1.0,1.3,2.3,.083,0.1,0.3,0.4,0.8,,willibr03
159,Grayson Allen,30,PHO,SG,44,26,1312,16.5,.572,.684,.250,2.5,8.7,5.5,20.9,2.3,0.9,9.8,23.7,2.3,1.3,3.6,.132,2.2,0.0,2.3,1.4,,allengr01
160,Egor Dёmin,19,BRK,PG,52,45,1308,11.4,.561,.717,.145,1.8,13.4,7.3,20.6,1.6,1.2,15.3,18.8,0.2,0.7,0.9,.034,-0.8,-0.8,-1.6,0.1,,demineg01
161,RJ Barrett,25,TOR,SF,43,43,1301,17.2,.586,.353,.335,3.5,17.0,10.1,17.0,1.3,1.0,9.4,25.2,1.6,1.5,3.1,.116,1.4,-0.5,0.9,1.0,,barrerj01
162,Tre Johnson,19,WAS,SG,54,36,1300,11.2,.545,.503,.144,2.2,10.3,6.2,12.5,1.1,1.2,11.9,22.4,-0.2,0.0,-0.2,-0.008,-1.6,-2.7,-4.3,-0.7,,johnstr03
163,Sidy Cissoko,21,POR,SF,62,24,1296,7.5,.528,.598,.261,4.4,7.9,6.1,9.4,1.8,1.6,15.6,12.7,0.1,1.0,1.1,.043,-4.3,0.3,-3.9,-0.6,,cissosi01
164,Klay Thompson,35,DAL,SF,59,8,1293,11.3,.537,.721,.064,1.4,9.4,5.5,9.2,1.1,1.0,8.0,22.8,-0.4,0.9,0.5,.018,-0.1,-1.4,-1.5,0.2,,thompkl01
165,Isaiah Joe,26,OKC,SG,59,9,1291,15.0,.643,.775,.242,2.4,10.4,6.6,8.9,1.6,0.8,6.6,18.2,2.6,2.0,4.6,.171,1.6,0.5,2.0,1.3,,joeis01
166,Zaccharie Risacher,20,ATL,SF,54,45,1285,11.1,.538,.479,.156,4.6,12.8,8.7,7.2,1.8,2.0,9.1,17.8,0.0,1.4,1.4,.053,-2.6,-0.5,-3.2,-0.4,,risacza01
167,Cameron Johnson,29,DEN,SF,42,42,1283,11.5,.604,.524,.253,2.9,10.6,6.9,10.2,1.0,1.2,8.5,14.8,1.7,0.7,2.4,.089,-0.6,-1.1,-1.7,0.1,,johnsca02
168,Ron Holland,20,DET,SF,63,5,1282,12.1,.526,.370,.296,6.6,16.7,11.7,8.6,2.8,1.5,13.9,19.0,0.0,2.3,2.4,.089,-3.0,1.2,-1.8,0.1,,hollaro01
169,Jordan Goodwin,27,PHO,PG,58,4,1280,14.7,.521,.533,.099,9.3,14.3,11.7,14.4,3.2,0.9,10.1,18.0,1.2,1.8,3.0,.114,0.3,1.2,1.6,1.1,,goodwjo01
170,Spencer Jones,24,DEN,SF,56,35,1275,9.5,.621,.562,.194,6.1,9.8,8.0,4.6,1.8,1.8,9.3,9.9,1.4,1.0,2.4,.089,-2.3,-0.1,-2.4,-0.1,,jonessp01
171,Isaiah Stewart,24,DET,C,55,13,1273,15.1,.626,.303,.324,8.1,16.3,12.2,7.1,0.6,7.0,12.5,16.4,1.9,2.0,3.9,.147,-1.0,1.0,0.0,0.6,,stewais01
172,Bilal Coulibaly,21,WAS,SG,47,47,1252,12.7,.528,.401,.350,3.4,14.5,8.8,13.8,2.4,3.0,12.3,18.7,0.1,0.8,0.9,.034,-2.3,-0.1,-2.5,-0.1,,coulibi01
173,Brook Lopez,37,LAC,C,61,26,1241,11.6,.546,.614,.116,2.5,14.6,8.7,8.0,1.5,4.9,9.8,16.8,0.2,1.3,1.5,.058,-1.6,0.5,-1.2,0.3,,lopezbr01
174,Alex Sarr,20,WAS,C,45,45,1239,20.2,.554,.222,.228,8.6,20.6,14.5,15.4,1.5,6.5,10.0,25.6,1.0,1.0,2.0,.077,1.4,-0.1,1.3,1.0,,sarral01
175,Collin Sexton,27,2TM,SG,54,15,1239,17.1,.620,.383,.345,2.3,7.2,4.8,23.3,2.0,0.6,15.4,25.6,2.0,1.0,3.0,.115,1.1,-0.6,0.6,0.8,,sextoco01
175,Collin Sexton,27,CHO,SG,42,12,938,17.7,.619,.350,.372,2.2,7.3,4.8,26.6,1.9,0.7,15.6,25.7,1.8,0.8,2.6,.135,1.6,-0.5,1.1,0.7,,sextoco01
175,Collin Sexton,27,CHI,SG,12,3,301,15.2,.625,.482,.266,2.5,6.6,4.6,12.8,2.5,0.3,14.8,25.5,0.1,0.2,0.3,.053,-0.3,-0.6,-1.0,0.1,,sextoco01
176,Kevin Huerter,27,2TM,SF,56,11,1232,13.0,.548,.556,.131,2.6,14.5,8.6,15.7,1.7,2.3,9.7,18.9,0.6,1.2,1.8,.069,-1.1,0.2,-0.9,0.3,,huertke01
176,Kevin Huerter,27,CHI,SF,44,11,1037,13.3,.559,.552,.139,2.4,14.8,8.7,16.0,1.6,2.2,10.3,19.4,0.5,0.9,1.4,.064,-1.0,0.1,-1.0,0.3,,huertke01
176,Kevin Huerter,27,DET,SG,12,0,195,11.7,.482,.580,.087,3.5,12.9,8.2,14.3,2.0,3.1,6.5,16.3,0.1,0.3,0.4,.100,-1.6,0.9,-0.7,0.1,,huertke01
177,Khris Middleton,34,2TM,SF,51,44,1232,11.7,.539,.337,.258,4.0,13.0,8.5,18.0,1.4,0.6,14.6,20.6,0.1,0.5,0.6,.022,-2.4,-1.4,-3.8,-0.6,,middlkh01
177,Khris Middleton,34,WAS,SF,34,34,827,11.5,.531,.330,.230,3.8,13.5,8.6,19.1,1.5,1.0,14.7,19.6,0.1,0.2,0.2,.014,-2.6,-1.4,-4.0,-0.4,,middlkh01
177,Khris Middleton,34,DAL,SF,17,10,405,12.2,.552,.349,.307,4.3,12.0,8.2,15.7,1.3,0.0,14.5,22.8,0.0,0.3,0.3,.038,-2.0,-1.4,-3.4,-0.1,,middlkh01
178,Kevin Porter Jr.,25,MIL,PG,37,35,1228,18.5,.564,.279,.297,3.1,14.6,8.9,33.0,3.3,1.4,16.2,24.3,1.3,1.4,2.6,.103,0.6,1.2,1.8,1.2,,porteke02
179,Zach LaVine,30,SAC,SG,39,37,1224,14.8,.614,.464,.260,0.7,9.3,4.9,11.2,1.1,0.7,10.8,23.7,1.2,0.1,1.4,.053,0.6,-2.1,-1.5,0.2,,lavinza01
180,Stephen Curry,37,GSW,PG,39,39,1222,22.8,.636,.602,.274,1.4,11.1,6.2,27.2,1.7,1.2,11.7,32.7,2.8,1.1,3.9,.154,6.4,-1.0,5.4,2.3,AS,curryst01
181,Dylan Harper,19,SAS,SG,55,0,1219,15.3,.552,.268,.205,3.2,12.5,8.0,24.8,1.8,1.2,12.3,22.0,1.1,1.7,2.8,.110,-0.5,1.1,0.6,0.8,,harpedy01
182,Aaron Wiggins,27,OKC,SG,53,18,1218,11.9,.538,.508,.148,3.2,11.9,7.7,10.7,2.0,2.1,12.2,19.9,-0.3,2.2,1.9,.074,-1.4,0.7,-0.7,0.4,,wiggiaa01
183,Ajay Mitchell,23,OKC,SG,46,11,1215,17.4,.589,.299,.285,3.1,10.8,7.1,20.3,2.5,1.1,11.3,22.4,1.8,2.2,4.0,.159,0.5,1.6,2.1,1.2,,mitchaj01
184,Javonte Green,32,DET,SG,67,5,1214,13.5,.594,.577,.313,5.0,11.9,8.5,4.9,3.5,1.7,9.7,14.8,1.4,2.2,3.6,.143,-0.8,2.3,1.5,1.1,,greenja02
185,Ryan Kalkbrenner,24,CHO,C,55,30,1214,18.3,.745,.016,.409,13.3,16.4,14.9,5.1,1.2,6.3,14.4,11.8,2.9,1.7,4.6,.182,0.6,1.2,1.8,1.2,,kalkbry01
186,Ben Sheppard,24,IND,SG,56,19,1210,9.2,.544,.614,.134,3.1,12.5,7.7,11.7,1.3,0.3,9.4,13.8,0.5,0.6,1.0,.041,-2.8,-0.6,-3.4,-0.5,,sheppbe01
187,Luke Kornet,30,SAS,C,57,23,1209,18.3,.696,.000,.412,14.6,16.6,15.6,11.2,1.0,4.5,8.3,10.5,4.0,1.9,5.9,.232,1.7,1.9,3.7,1.7,,kornelu01
188,Santi Aldama,25,MEM,PF,43,11,1198,16.4,.572,.420,.239,6.0,20.0,13.0,15.5,1.5,2.4,9.5,20.1,1.4,1.2,2.6,.103,1.3,0.5,1.8,1.1,,aldamsa01
189,Cody Williams,21,UTA,SG,54,28,1191,9.1,.537,.298,.211,4.5,9.4,6.9,9.0,1.4,2.0,11.8,13.9,0.2,0.1,0.3,.012,-3.3,-1.7,-5.1,-0.9,,willico04
190,Dean Wade,29,CLE,PF,53,32,1191,11.0,.582,.714,.151,4.2,16.6,10.4,8.3,1.7,1.7,5.3,10.0,1.5,1.4,2.9,.117,-0.8,1.2,0.3,0.7,,wadede01
191,Josh Okogie,27,HOU,SG,64,29,1185,10.0,.556,.558,.227,6.5,9.4,8.0,6.1,2.3,1.0,11.2,11.4,1.0,1.3,2.4,.096,-2.3,1.0,-1.3,0.2,,okogijo01
192,Tari Eason,24,HOU,PF,45,31,1185,13.0,.519,.458,.096,8.6,18.0,13.4,8.7,2.5,1.8,12.6,18.6,0.4,1.8,2.2,.090,-1.5,0.5,-1.0,0.3,,easonta01
193,Jimmy Butler,36,GSW,SF,38,38,1182,23.6,.646,.184,.621,8.0,11.6,9.8,24.1,2.3,0.6,9.3,23.2,4.7,1.2,5.9,.238,5.0,0.5,5.5,2.3,,butleji01
194,Jalen Suggs,24,ORL,PG,44,43,1179,16.6,.561,.538,.210,2.6,13.2,7.9,29.9,3.4,2.5,17.1,23.7,0.4,1.9,2.3,.094,0.8,2.0,2.9,1.4,,suggsja01
195,De'Andre Hunter,28,2TM,SF,45,25,1176,11.5,.545,.491,.285,2.8,14.5,8.6,10.7,1.2,0.5,11.7,22.8,0.1,1.0,1.2,.048,-2.4,-1.5,-3.9,-0.6,,huntede01
195,De'Andre Hunter,28,CLE,SF,43,23,1125,12.1,.553,.492,.284,2.8,15.0,8.9,11.1,1.3,0.5,11.6,22.9,0.4,1.0,1.4,.060,-2.0,-1.3,-3.3,-0.4,,huntede01
195,De'Andre Hunter,28,SAC,SF,2,2,51,-3.4,.347,.474,.316,2.1,4.5,3.3,2.5,0.0,0.0,15.6,21.4,-0.2,0.0,-0.2,-0.223,-11.0,-5.5,-16.5,-0.2,,huntede01
196,Gary Trent Jr.,27,MIL,SG,56,17,1175,7.7,.525,.735,.113,0.7,4.8,2.8,8.0,1.2,0.3,7.0,16.2,-0.1,0.2,0.1,.003,-3.3,-2.0,-5.3,-1.0,,trentga02
197,Jose Alvarado,27,2TM,PG,58,0,1175,11.6,.540,.669,.097,1.9,11.6,6.7,21.7,2.3,0.5,13.6,16.0,0.8,0.9,1.7,.071,-1.7,0.2,-1.5,0.2,,alvarjo01
197,Jose Alvarado,27,NOP,PG,41,0,896,11.2,.558,.689,.086,1.9,11.9,6.8,19.3,2.0,0.4,13.9,15.7,0.6,0.5,1.1,.057,-1.5,-0.5,-2.1,0.0,,alvarjo01
197,Jose Alvarado,27,NYK,PG,17,0,279,12.9,.488,.609,.130,2.0,10.8,6.3,29.4,3.2,0.7,12.6,17.0,0.2,0.4,0.7,.115,-2.0,2.5,0.5,0.2,,alvarjo01
198,Nicolas Batum,37,LAC,PF,64,5,1168,8.1,.595,.957,.052,2.2,13.5,8.0,6.5,1.8,1.7,14.0,9.5,0.4,1.0,1.4,.058,-1.8,0.6,-1.2,0.2,,batumni01
199,Will Richard,23,GSW,SG,58,19,1165,11.5,.590,.606,.166,5.6,8.6,7.1,9.6,3.0,0.5,12.5,13.7,1.0,1.3,2.3,.094,-2.5,1.0,-1.5,0.2,,richawi02
200,Malik Monk,27,SAC,SG,53,0,1165,14.0,.566,.492,.164,1.3,8.6,4.9,18.5,1.3,1.5,11.3,24.2,0.5,0.2,0.7,.031,0.5,-2.1,-1.5,0.1,,monkma01
201,Day'Ron Sharpe,24,BRK,C,62,7,1160,20.6,.638,.110,.427,16.3,25.4,20.7,21.0,2.9,2.1,20.0,19.8,2.1,1.5,3.5,.146,0.6,0.9,1.5,1.0,,sharpda01
202,Kobe Sanders,23,LAC,SG,56,16,1157,8.9,.580,.490,.169,2.8,10.8,6.9,11.2,1.5,0.6,17.4,15.6,0.1,0.7,0.8,.032,-3.1,-0.6,-3.7,-0.5,,sandeko01
203,Aaron Nesmith,26,IND,SF,39,36,1157,10.8,.537,.543,.231,4.1,12.0,7.9,10.2,0.9,1.6,9.7,19.9,0.1,0.6,0.6,.026,-1.8,-1.5,-3.3,-0.4,,nesmiaa01
204,Jrue Holiday,35,POR,PG,40,38,1154,17.3,.583,.487,.153,5.1,12.1,8.5,33.7,1.9,0.4,16.9,23.6,1.7,1.0,2.7,.112,2.8,-0.7,2.1,1.2,,holidjr01
205,Will Riley,19,WAS,SF,59,8,1150,11.6,.545,.404,.286,4.5,9.7,7.1,12.1,1.5,0.5,12.4,19.3,0.3,0.0,0.3,.013,-2.0,-2.5,-4.5,-0.7,,rileywi01
206,Keon Ellis,26,2TM,SG,59,7,1148,10.7,.570,.689,.161,2.7,7.4,5.0,5.9,2.9,3.4,9.1,13.0,0.5,1.0,1.6,.065,-1.7,1.6,-0.2,0.5,,elliske01
206,Keon Ellis,26,SAC,SG,43,5,758,9.1,.536,.689,.153,2.1,6.0,4.0,4.6,2.9,2.6,8.6,13.7,0.0,0.5,0.4,.027,-2.8,0.9,-2.0,0.0,,elliske01
206,Keon Ellis,26,CLE,SG,16,2,390,13.7,.649,.689,.178,3.6,10.2,6.9,8.5,2.8,4.8,10.2,11.6,0.6,0.6,1.1,.139,0.4,2.9,3.3,0.5,,elliske01
207,Ryan Dunn,23,PHO,SF,59,14,1145,10.9,.514,.468,.130,7.8,15.6,11.6,9.9,2.1,2.0,12.6,13.8,0.4,1.4,1.9,.079,-2.5,0.9,-1.6,0.1,,dunnry01
208,Justin Champagnie,24,WAS,SF,59,15,1138,17.6,.596,.357,.240,11.6,19.0,15.3,8.3,2.1,2.9,8.6,16.3,2.1,0.8,2.8,.120,0.8,-0.8,0.0,0.6,,champju01
209,Patrick Williams,24,CHI,PF,58,4,1134,8.6,.506,.567,.139,4.0,11.4,7.8,9.4,1.5,1.5,12.8,16.9,-0.7,0.7,0.1,.003,-2.9,-1.2,-4.1,-0.6,,willipa01
210,Danny Wolf,21,BRK,PF,54,12,1128,12.7,.525,.483,.252,5.6,22.7,13.7,17.3,1.2,2.5,13.0,20.5,0.1,0.9,1.0,.041,-1.9,-0.4,-2.3,-0.1,,wolfda01
211,Svi Mykhailiuk,28,UTA,SF,48,41,1123,11.2,.623,.652,.083,3.2,8.3,5.7,11.2,1.0,0.3,10.0,14.4,1.3,-0.2,1.1,.048,0.0,-2.0,-1.9,0.0,,mykhasv01
212,Quinten Post,25,GSW,PF,64,34,1120,13.0,.559,.631,.096,6.3,19.3,12.7,11.7,1.1,2.7,11.0,18.9,0.6,1.3,1.9,.080,-1.0,-0.1,-1.1,0.3,,postqu01
