Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
302,Josh Green,25,CHO,SG,44,0,732,10.8,.665,.748,.172,5.9,7.4,6.7,7.7,1.8,0.6,14.3,10.9,1.1,0.6,1.7,.109,-1.0,0.7,-0.3,0.3,,greenjo02
303,Steven Adams,32,HOU,C,32,11,730,15.9,.535,.000,.583,22.3,19.6,20.9,8.5,1.5,2.5,16.7,12.1,1.1,1.0,2.1,.139,-0.2,-0.4,-0.6,0.3,,adamsst01
304,Jalen Pickett,26,DEN,SG,43,18,728,10.5,.541,.554,.064,2.9,13.1,8.2,18.5,0.9,0.5,12.1,14.3,0.6,0.4,0.9,.062,-1.0,-1.1,-2.1,0.0,,pickeja02
305,Lonzo Ball,28,CLE,PG,35,3,728,9.5,.432,.835,.119,3.9,17.2,10.6,22.7,3.0,1.2,21.9,13.7,-0.4,1.1,0.7,.045,-2.9,1.8,-1.1,0.2,,balllo01
306,Dwight Powell,34,DAL,C,52,8,711,12.5,.702,.038,1.088,11.4,17.6,14.6,8.7,1.7,2.0,20.8,8.8,1.2,0.8,2.1,.140,-2.8,1.5,-1.3,0.1,,poweldw01
307,Kenrich Williams,31,OKC,PF,45,2,710,14.3,.596,.455,.186,6.8,15.1,11.1,12.3,1.6,0.7,12.0,17.3,0.9,1.2,2.1,.141,0.3,0.5,0.8,0.5,,willike04
308,Micah Peavy,24,NOP,SG,52,1,706,7.9,.435,.398,.084,5.9,8.6,7.2,9.1,2.1,0.8,6.0,14.7,-0.2,0.3,0.1,.009,-4.6,-1.1,-5.7,-0.7,,peavymi01
309,Jabari Walker,23,PHI,PF,56,6,701,12.4,.565,.454,.311,9.9,17.9,13.8,5.7,1.5,1.6,10.1,15.0,0.8,0.7,1.5,.102,-2.1,-0.6,-2.8,-0.1,,walkeja01
310,Gabe Vincent,29,2TM,PG,40,7,699,6.2,.508,.807,.070,2.0,4.0,3.0,10.1,1.3,0.3,7.8,11.8,0.2,0.3,0.5,.035,-3.7,-0.8,-4.5,-0.4,,vincega01
310,Gabe Vincent,29,LAL,PG,29,7,559,5.5,.512,.792,.085,1.5,4.1,2.8,8.3,1.2,0.2,8.2,11.4,0.1,0.2,0.3,.027,-3.9,-1.0,-4.9,-0.4,,vincega01
310,Gabe Vincent,29,ATL,PG,11,0,140,9.1,.495,.854,.024,3.8,3.9,3.8,17.1,1.7,0.6,6.8,13.2,0.1,0.1,0.2,.070,-2.9,0.0,-2.8,0.0,,vincega01
311,Julian Strawther,23,DEN,SG,44,12,672,12.2,.584,.481,.251,1.8,12.6,7.4,9.4,1.5,0.6,9.5,19.0,0.5,0.4,0.9,.065,-1.7,-1.0,-2.7,-0.1,,strawju01
312,Jaden Ivey,23,2TM,SG,37,5,670,13.1,.571,.523,.184,4.0,10.9,7.5,14.0,1.6,2.0,12.9,19.7,0.5,0.8,1.3,.096,-0.2,0.1,-0.1,0.3,,iveyja01
312,Jaden Ivey,23,DET,SG,33,2,555,12.7,.570,.514,.173,3.8,10.5,7.2,13.1,1.3,2.1,12.9,20.3,0.4,0.7,1.1,.092,0.0,0.0,0.0,0.3,,iveyja01
312,Jaden Ivey,23,CHI,SG,4,3,115,15.0,.576,.583,.250,4.7,12.8,8.8,18.6,3.3,1.5,13.1,16.8,0.1,0.1,0.3,.114,-0.8,0.7,-0.1,0.1,,iveyja01
313,Noah Penda,21,ORL,SF,48,2,666,12.7,.529,.431,.265,10.4,18.4,14.4,11.7,2.0,2.3,14.8,15.1,0.3,0.9,1.3,.092,-1.4,0.7,-0.7,0.2,,pendano01
314,Tyler Kolek,24,NYK,PG,55,1,662,11.5,.513,.454,.079,2.5,12.9,7.7,31.5,1.4,0.5,18.3,18.6,0.3,0.7,1.0,.074,-1.4,0.1,-1.4,0.1,,kolekty01
315,Kobe Brown,26,2TM,PF,49,3,656,10.8,.553,.500,.269,8.4,13.9,11.1,10.2,1.1,1.1,15.0,15.8,0.3,0.4,0.7,.049,-2.2,-1.7,-3.9,-0.3,,brownko01
315,Kobe Brown,26,LAC,PF,34,0,295,11.2,.524,.583,.310,7.3,13.4,10.5,12.7,1.5,0.6,13.6,16.6,0.1,0.2,0.3,.055,-1.2,-1.1,-2.3,0.0,,brownko01
315,Kobe Brown,26,IND,PF,15,3,361,10.5,.578,.429,.235,9.3,14.3,11.7,8.2,0.8,1.4,16.3,15.1,0.2,0.2,0.3,.045,-3.1,-2.1,-5.2,-0.3,,brownko01
316,Jamir Watkins,24,WAS,SG,35,4,654,11.1,.552,.528,.236,5.5,14.3,9.8,7.3,2.3,2.2,9.7,13.9,0.4,0.3,0.7,.051,-3.4,-0.4,-3.9,-0.3,,watkija01
317,Rob Dillingham,21,2TM,PG,51,0,653,7.0,.425,.285,.133,2.5,12.2,7.5,23.6,2.7,0.4,18.8,22.7,-1.5,0.7,-0.8,-0.061,-7.1,-0.3,-7.4,-0.9,,dilliro01
317,Rob Dillingham,21,MIN,PG,35,0,326,6.1,.404,.234,.142,1.7,11.9,6.9,24.0,2.8,0.8,19.4,24.1,-1.0,0.4,-0.5,-0.080,-7.9,-0.4,-8.3,-0.5,,dilliro01
317,Rob Dillingham,21,CHI,PG,16,0,327,7.9,.448,.341,.124,3.3,12.5,8.0,23.1,2.6,0.0,18.1,21.3,-0.6,0.3,-0.3,-0.041,-6.3,-0.3,-6.6,-0.4,,dilliro01
318,Micah Potter,27,IND,C,35,3,652,16.5,.668,.590,.341,6.4,20.1,13.0,11.3,1.2,1.6,11.6,17.3,1.3,0.5,1.8,.135,1.2,-0.7,0.4,0.4,,pottemi01
319,Jaden Hardy,23,2TM,SG,46,4,652,10.6,.556,.591,.205,2.3,9.0,5.7,8.7,0.9,0.5,12.1,24.5,-0.3,0.2,-0.1,-0.006,-2.0,-2.7,-4.7,-0.5,,hardyja02
319,Jaden Hardy,23,DAL,SG,34,4,428,10.8,.551,.639,.206,2.8,8.7,5.8,9.9,1.0,0.4,11.3,23.4,-0.1,0.3,0.2,.017,-1.9,-1.9,-3.8,-0.2,,hardyja02
319,Jaden Hardy,23,WAS,SG,12,0,224,10.4,.564,.509,.202,1.4,9.6,5.5,6.3,0.6,0.8,13.3,26.7,-0.2,0.0,-0.2,-0.050,-2.2,-4.3,-6.5,-0.3,,hardyja02
320,Josh Minott,23,2TM,PF,41,10,648,15.4,.641,.592,.235,7.5,15.1,11.3,7.8,2.4,2.6,13.2,15.2,1.0,0.9,2.0,.147,0.9,1.0,1.9,0.6,,minotjo01
320,Josh Minott,23,BOS,PF,33,10,526,15.7,.651,.566,.191,8.4,16.0,12.3,8.4,2.3,2.3,11.9,13.8,1.1,0.8,1.9,.172,0.9,1.3,2.2,0.6,,minotjo01
320,Josh Minott,23,BRK,SF,8,0,122,14.4,.610,.674,.372,3.6,11.0,7.1,5.3,2.8,3.8,16.7,21.4,0.0,0.1,0.1,.039,1.0,-0.5,0.5,0.1,,minotjo01
321,Paul Reed,26,DET,C,50,8,646,22.9,.633,.129,.300,17.5,20.4,19.0,12.1,3.2,6.6,15.1,19.9,1.4,1.5,2.9,.215,1.4,2.6,4.1,1.0,,reedpa01
322,Dylan Cardwell,24,SAC,C,31,1,644,15.3,.596,.009,.368,16.0,25.0,20.4,7.8,1.7,6.6,15.3,10.3,1.0,0.7,1.7,.127,-2.7,1.0,-1.7,0.0,,cardwdy01
323,Johnny Furphy,21,IND,SG,35,21,643,9.3,.547,.477,.235,5.2,21.1,12.9,8.8,1.5,0.9,15.0,12.7,0.0,0.5,0.5,.038,-3.9,0.1,-3.8,-0.3,,furphjo01
324,Tyler Herro,26,MIA,SG,21,16,643,18.4,.610,.399,.213,1.7,13.8,7.7,19.0,1.2,1.1,9.8,25.8,1.0,0.7,1.8,.132,3.2,0.0,3.2,0.9,,herroty01
325,Ousmane Dieng,22,2TM,C,42,7,630,10.6,.536,.552,.080,3.2,14.3,8.9,13.7,0.9,2.0,10.7,16.2,0.2,0.7,0.9,.065,-1.4,-0.2,-1.6,0.1,,diengou01
325,Ousmane Dieng,22,OKC,C,27,0,295,10.1,.534,.538,.066,3.1,12.0,7.7,12.6,0.3,2.3,7.9,14.9,0.2,0.4,0.6,.097,-1.5,0.1,-1.5,0.0,,diengou01
325,Ousmane Dieng,22,MIL,C,15,7,335,11.1,.538,.564,.091,3.4,16.2,9.9,14.6,1.5,1.8,12.9,17.4,0.0,0.2,0.3,.037,-1.3,-0.4,-1.8,0.0,,diengou01
326,Anthony Davis,32,DAL,PF,20,20,626,21.7,.551,.111,.243,10.7,26.2,18.6,15.1,1.7,4.4,10.0,27.5,0.4,1.0,1.4,.109,1.5,0.9,2.4,0.7,,davisan02
327,Tre Mann,24,CHO,PG,43,1,624,8.3,.462,.520,.090,3.7,12.2,8.0,19.2,1.7,0.7,14.7,23.0,-0.7,0.6,-0.1,-0.006,-4.2,-1.0,-5.2,-0.5,,manntr01
328,Quenton Jackson,27,IND,PG,36,10,624,13.9,.592,.401,.392,3.4,10.6,6.9,19.6,1.5,0.8,13.3,20.4,0.7,0.3,1.0,.076,-1.2,-0.7,-2.0,0.0,,jacksqu01
329,Nick Richards,28,2TM,C,44,3,619,12.4,.565,.074,.520,12.4,25.5,18.9,3.6,0.8,4.6,20.1,18.4,-0.2,0.8,0.6,.047,-4.9,-1.0,-6.0,-0.6,,richani01
329,Nick Richards,28,PHO,C,28,2,254,11.5,.534,.000,.394,14.8,25.2,19.9,4.4,0.8,5.3,23.1,18.1,-0.2,0.4,0.2,.038,-6.0,-0.9,-6.9,-0.3,,richani01
329,Nick Richards,28,CHI,C,16,1,365,13.0,.585,.125,.606,10.7,25.6,18.3,3.0,0.8,4.0,18.0,18.5,0.0,0.4,0.4,.054,-4.2,-1.1,-5.3,-0.3,,richani01
330,Jalen Wilson,25,BRK,PF,44,0,618,7.9,.539,.639,.267,1.4,12.0,6.5,6.6,1.4,0.3,10.1,16.7,-0.1,0.2,0.1,.009,-3.7,-2.0,-5.6,-0.6,,wilsoja03
331,Gary Harris,31,MIL,SG,44,2,609,7.6,.598,.670,.102,2.4,7.8,5.2,9.4,1.9,1.1,14.8,7.8,0.4,0.3,0.7,.056,-3.4,0.7,-2.7,-0.1,,harriga01
332,Javon Small,23,MEM,PG,32,5,607,16.6,.596,.474,.325,4.6,12.4,8.5,27.9,2.0,1.2,13.7,18.9,1.2,0.5,1.7,.133,1.7,-0.5,1.2,0.5,,smallja01
333,Kevin Love,37,UTA,PF,36,5,598,15.2,.575,.710,.218,9.5,29.3,19.2,15.0,1.1,1.5,12.1,16.6,0.9,0.3,1.2,.096,1.3,-0.8,0.5,0.4,,loveke01
334,Jonathan Kuminga,23,2TM,PF,25,14,594,14.1,.565,.263,.411,7.2,21.9,14.4,15.7,1.0,1.1,17.2,23.9,0.0,0.6,0.7,.053,-1.8,-0.8,-2.5,-0.1,,kuminjo01
334,Jonathan Kuminga,23,GSW,PF,20,13,476,12.5,.543,.273,.340,6.6,20.6,13.5,15.7,0.8,1.2,17.1,23.9,-0.2,0.5,0.3,.026,-2.4,-1.2,-3.6,-0.2,,kuminjo01
334,Jonathan Kuminga,23,ATL,PF,5,1,118,20.7,.656,.214,.738,9.9,26.8,18.3,15.6,2.0,0.8,17.7,23.9,0.2,0.2,0.4,.160,1.0,0.9,1.9,0.1,,kuminjo01
335,Carter Bryant,20,SAS,PF,57,0,590,9.5,.505,.590,.166,5.4,18.3,12.0,5.6,0.9,2.1,8.3,17.1,0.0,0.8,0.8,.063,-3.3,-0.5,-3.8,-0.3,,bryanca01
336,Ben Saraf,19,BRK,SG,32,6,587,6.8,.478,.345,.316,1.7,8.1,4.7,25.0,2.2,0.8,25.0,19.3,-1.1,0.3,-0.8,-0.062,-5.9,-1.5,-7.4,-0.8,,sarafbe01
337,Kyle Anderson,32,3TM,SF,30,3,578,13.6,.603,.043,.391,4.7,14.4,9.5,17.8,2.5,2.7,15.2,13.7,0.7,0.5,1.1,.094,-1.5,1.0,-0.5,0.2,,anderky01
337,Kyle Anderson,32,UTA,SF,20,0,401,14.3,.565,.046,.349,5.1,13.0,9.0,21.0,2.7,2.5,11.9,14.7,0.5,0.2,0.8,.090,-0.9,0.7,-0.2,0.2,,anderky01
337,Kyle Anderson,32,MEM,SF,4,3,89,15.1,.821,.053,.421,3.6,13.5,8.5,4.8,3.2,4.2,23.7,13.8,0.1,0.1,0.2,.113,-2.5,1.4,-1.0,0.0,,anderky01
337,Kyle Anderson,32,MIN,SF,6,0,88,8.5,.592,.000,.800,3.9,22.1,13.2,16.5,1.1,2.0,27.0,8.9,0.1,0.1,0.2,.094,-3.2,2.0,-1.1,0.0,,anderky01
338,Tidjane Salaün,20,CHO,PF,36,0,571,13.1,.632,.525,.253,5.2,23.9,14.7,6.7,1.4,1.1,12.5,14.8,0.7,0.7,1.4,.116,-1.0,0.3,-0.7,0.2,,salauti01
339,Jevon Carter,30,2TM,PG,38,0,571,11.1,.546,.738,.083,1.7,9.5,5.6,14.6,2.0,1.4,10.9,17.7,0.1,0.5,0.6,.054,-1.3,0.2,-1.1,0.1,,carteje01
339,Jevon Carter,30,CHI,PG,23,0,254,12.5,.577,.757,.097,2.1,8.7,5.5,10.5,2.4,0.7,9.3,19.6,0.1,0.2,0.3,.061,-0.6,-0.3,-0.9,0.1,,carteje01
339,Jevon Carter,30,ORL,PG,15,0,317,9.9,.514,.718,.068,1.4,10.2,5.8,17.9,1.7,2.0,12.4,16.2,0.0,0.3,0.3,.048,-1.8,0.5,-1.3,0.1,,carteje01
340,Ja Morant,26,MEM,PG,20,20,569,16.7,.521,.264,.363,1.5,10.9,6.2,44.6,1.7,1.0,16.0,32.4,0.1,0.4,0.5,.038,0.5,-2.0,-1.5,0.1,,moranja01
341,Zeke Nnaji,25,DEN,PF,46,3,566,10.7,.566,.350,.321,6.3,18.0,12.4,5.5,1.4,3.4,13.8,14.0,0.2,0.6,0.8,.067,-3.3,-0.1,-3.5,-0.2,,nnajize01
342,Thomas Bryant,28,CLE,C,50,0,564,17.9,.621,.522,.282,8.5,21.1,14.8,7.2,1.3,3.8,7.5,18.9,1.2,0.8,2.0,.170,1.0,-0.4,0.6,0.4,,bryanth01
343,Domantas Sabonis,29,SAC,C,19,15,564,19.2,.590,.122,.348,12.3,30.8,21.3,21.3,1.5,0.6,16.7,23.0,0.7,0.5,1.2,.098,0.7,-0.1,0.6,0.4,,sabondo01
344,Jett Howard,22,ORL,SF,45,0,563,11.4,.550,.585,.174,3.5,11.3,7.4,9.9,0.7,1.6,5.1,17.7,0.6,0.5,1.0,.088,-1.0,-1.0,-2.0,0.0,,howarje01
345,Aaron Holiday,29,HOU,PG,43,1,558,9.6,.546,.635,.188,1.4,6.1,3.8,9.8,1.7,0.7,10.5,18.0,0.4,0.5,0.9,.079,-2.9,-0.4,-3.2,-0.2,,holidaa01
346,Dorian Finney-Smith,32,HOU,PF,31,1,553,5.2,.443,.763,.044,5.9,10.7,8.3,6.9,1.4,1.0,15.3,10.4,-0.1,0.5,0.4,.033,-4.7,0.1,-4.6,-0.4,,finnedo01
347,Drew Eubanks,28,SAC,C,42,11,552,13.6,.605,.045,.365,7.6,18.2,12.8,5.0,1.3,4.3,14.2,16.2,0.3,0.4,0.6,.056,-3.0,-0.7,-3.8,-0.2,,eubandr01
348,Tristan Vukcevic,22,WAS,C,42,8,552,17.4,.593,.436,.342,4.9,19.1,11.9,13.9,1.5,4.6,15.0,26.3,0.2,0.3,0.6,.052,0.3,-0.7,-0.5,0.2,,vukcetr01
349,Anthony Gill,33,WAS,PF,40,1,528,12.0,.627,.243,.200,7.2,12.6,9.9,10.0,1.5,2.0,15.0,11.6,0.6,0.1,0.7,.068,-2.2,-1.2,-3.4,-0.2,,gillan01
350,Cole Anthony,25,MIL,PG,35,0,527,10.8,.483,.312,.113,3.5,14.9,9.3,34.4,1.9,2.1,21.1,25.8,-0.9,0.4,-0.4,-0.039,-3.8,-0.9,-4.8,-0.4,,anthoco01
351,Jonathan Isaac,28,ORL,PF,52,0,521,11.7,.498,.349,.532,9.1,19.0,14.0,5.5,1.9,5.3,11.8,12.4,0.1,0.8,0.9,.087,-2.8,1.3,-1.5,0.1,,isaacjo01
352,Kristaps Porziņģis,30,2TM,C,22,13,521,21.4,.593,.406,.406,5.3,16.8,11.0,17.8,1.2,5.6,7.0,27.6,1.2,0.7,1.9,.176,2.8,1.2,4.0,0.8,,porzikr01
352,Kristaps Porziņģis,30,ATL,C,17,12,413,20.6,.592,.410,.386,5.4,17.5,11.3,16.7,1.0,4.8,6.1,26.4,1.0,0.5,1.5,.174,2.7,0.8,3.5,0.6,,porzikr01
352,Kristaps Porziņģis,30,GSW,C,5,1,108,24.7,.597,.393,.475,5.0,14.5,9.6,21.8,1.8,8.5,9.8,32.0,0.2,0.2,0.4,.183,3.4,2.5,5.9,0.2,,porzikr01
353,Jordan Hawkins,23,NOP,SG,43,0,517,5.2,.429,.569,.110,3.1,10.5,6.8,6.9,0.7,1.3,10.8,17.1,-0.7,0.1,-0.6,-0.058,-4.5,-3.2,-7.6,-0.7,,hawkijo01
354,Jamaree Bouyea,26,PHO,PG,34,0,516,14.5,.547,.343,.171,3.1,10.9,6.9,17.4,2.4,2.6,9.7,17.8,0.5,0.6,1.1,.106,-0.5,1.3,0.8,0.4,,bouyeja01
355,Jase Richardson,20,ORL,SG,45,0,512,11.0,.566,.437,.228,4.1,7.4,5.7,14.3,1.4,0.4,11.6,17.2,0.4,0.4,0.8,.073,-2.1,-1.0,-3.0,-0.1,,richaja02
356,Dalton Knecht,24,LAL,SF,48,1,509,9.4,.550,.580,.115,3.1,12.3,7.8,4.4,1.0,1.8,9.9,17.4,-0.1,0.3,0.3,.026,-2.6,-1.7,-4.3,-0.3,,knechda01
357,Jalen Green,23,PHO,SG,20,15,501,14.3,.507,.481,.164,1.7,14.2,7.8,16.8,2.4,0.2,11.5,33.3,-0.6,0.6,0.0,-0.002,-1.0,-1.2,-2.2,0.0,,greenja05
358,Mohamed Diawara,20,NYK,SF,58,6,499,10.4,.557,.611,.069,2.9,14.5,8.6,9.8,1.4,1.2,12.2,17.5,0.1,0.6,0.7,.070,-1.7,0.1,-1.6,0.1,,diawamo01
359,D'Angelo Russell,29,DAL,PG,26,3,495,12.4,.511,.483,.259,1.7,11.1,6.5,31.2,1.1,0.3,15.9,26.1,-0.3,0.3,0.0,.001,-0.7,-1.6,-2.3,0.0,,russeda01
360,Dalen Terry,23,2TM,SG,42,0,492,11.6,.525,.444,.203,4.8,12.3,8.6,15.9,2.5,2.7,14.2,14.4,0.1,0.5,0.7,.064,-2.2,0.9,-1.3,0.1,,terryda01
360,Dalen Terry,23,CHI,SG,34,0,377,11.7,.539,.451,.167,5.5,12.5,9.1,15.1,2.8,2.5,16.1,14.5,0.1,0.4,0.5,.062,-2.4,1.1,-1.3,0.1,,terryda01
360,Dalen Terry,23,PHI,SG,8,0,115,11.2,.480,.419,.323,2.8,11.7,7.2,18.6,1.7,3.3,7.8,14.1,0.1,0.1,0.2,.073,-1.5,0.2,-1.4,0.0,,terryda01
361,Daeqwon Plowden,27,SAC,SG,20,2,486,9.5,.524,.635,.176,5.1,10.1,7.5,6.4,1.3,0.7,5.9,14.8,0.3,0.1,0.4,.035,-3.2,-2.1,-5.3,-0.4,,plowdda01
362,Keaton Wallace,26,ATL,PG,46,2,476,10.8,.532,.592,.095,0.7,10.8,5.7,22.6,2.1,1.0,13.1,15.4,0.2,0.5,0.7,.072,-2.6,0.4,-2.2,0.0,,wallake01
363,Grant Williams,27,CHO,PF,24,3,471,13.6,.599,.733,.305,7.5,15.3,11.5,12.8,1.2,2.1,12.4,15.2,0.8,0.5,1.3,.134,0.9,0.7,1.6,0.4,,willigr01
364,Jahmai Mashack,23,MEM,SG,24,3,449,7.2,.446,.397,.135,4.3,8.3,6.3,9.4,3.1,2.5,14.7,14.5,-0.5,0.5,-0.1,-0.006,-5.7,0.0,-5.7,-0.4,,mashaja01
365,Trayce Jackson-Davis,25,2TM,C,44,1,449,17.0,.581,.009,.566,15.0,18.2,16.6,11.2,1.6,4.3,11.9,15.1,0.8,0.6,1.4,.149,-0.4,0.4,0.0,0.2,,jackstr02
365,Trayce Jackson-Davis,25,GSW,C,36,1,411,16.0,.601,.010,.510,12.3,17.6,14.9,11.0,1.5,4.2,12.6,14.7,0.7,0.5,1.2,.140,-0.9,0.6,-0.3,0.2,,jackstr02
365,Trayce Jackson-Davis,25,TOR,C,8,0,38,27.0,.430,.000,1.091,43.6,24.0,34.0,13.7,2.6,5.1,5.8,19.5,0.1,0.1,0.2,.240,5.5,-2.2,3.3,0.1,,jackstr02
366,Kam Jones,23,IND,SG,28,7,446,8.3,.494,.441,.068,2.1,8.0,5.0,24.0,1.5,0.0,17.6,14.0,-0.1,0.2,0.1,.006,-4.3,-1.8,-6.1,-0.5,,joneska03
367,Asa Newell,20,ATL,PF,40,1,445,13.6,.628,.463,.168,8.8,10.8,9.8,6.2,1.6,2.7,11.6,16.9,0.5,0.5,1.0,.103,-1.3,-0.6,-1.9,0.0,,newelas01
368,Tyrese Proctor,21,CLE,PG,42,1,436,10.3,.530,.605,.164,1.5,9.3,5.4,17.1,1.9,0.0,12.5,20.9,0.1,0.4,0.4,.047,-3.1,-0.6,-3.7,-0.2,,proctty01
369,Amir Coffey,28,2TM,SG,42,2,432,10.2,.593,.441,.301,4.3,8.8,6.6,6.8,0.9,1.1,4.5,11.1,0.6,0.2,0.8,.090,-2.1,-1.0,-3.1,-0.1,,coffeam01
369,Amir Coffey,28,MIL,SG,30,2,265,8.4,.584,.455,.273,2.6,8.4,5.5,5.5,0.6,1.1,6.1,11.0,0.2,0.1,0.3,.052,-3.2,-2.0,-5.3,-0.2,,coffeam01
369,Amir Coffey,28,PHO,SG,12,0,167,13.1,.606,.421,.342,7.1,9.6,8.3,9.0,1.5,1.1,2.2,11.4,0.4,0.1,0.5,.150,-0.4,0.6,0.3,0.1,,coffeam01
370,Ariel Hukporti,23,NYK,C,48,4,430,10.7,.608,.067,.467,11.5,23.0,17.2,6.9,0.9,5.4,27.2,9.8,0.2,0.7,0.9,.105,-4.1,1.7,-2.4,0.0,,hukpoar01
371,Rasheer Fleming,21,PHO,PF,42,0,425,11.0,.517,.598,.144,10.9,11.3,11.1,3.3,1.3,3.2,9.1,15.4,0.2,0.4,0.6,.071,-2.1,-1.4,-3.5,-0.2,,flemira01
372,Moussa Cisse,23,DAL,C,34,1,425,14.7,.567,.000,.795,17.0,24.1,20.6,2.5,1.3,7.3,18.2,13.5,0.2,0.7,1.0,.107,-4.0,1.0,-3.0,-0.1,,cissemo01
373,Yanic Konan Niederhäuser,22,LAC,C,41,0,424,16.4,.691,.050,.620,10.5,21.3,16.1,4.2,0.6,6.7,15.3,15.7,0.8,0.5,1.3,.150,-2.5,0.3,-2.2,0.0,,konanya01
374,Jamison Battle,24,TOR,SF,49,2,418,9.9,.633,.596,.083,4.5,15.0,9.7,5.8,0.7,0.5,12.4,13.2,0.3,0.4,0.7,.079,-2.0,-0.9,-2.9,-0.1,,battlja01
375,Cam Christie,20,LAC,SG,45,0,417,9.2,.485,.385,.377,4.6,13.8,9.4,8.6,1.4,0.7,10.7,16.9,-0.1,0.3,0.2,.018,-3.3,-1.3,-4.6,-0.3,,chrisca02
376,Ethan Thompson,26,IND,SG,24,6,417,7.0,.482,.625,.142,3.0,8.6,5.7,11.5,1.7,1.2,11.2,14.6,-0.2,0.2,0.0,.003,-4.6,-0.2,-4.7,-0.3,,thompet01
377,Tony Bradley,28,IND,C,38,3,416,13.1,.604,.019,.406,14.1,13.8,13.9,7.0,0.7,1.4,12.0,14.4,0.7,0.2,0.9,.103,-2.4,-1.6,-4.1,-0.2,,bradlto01
378,Jeremy Sochan,22,2TM,PF,38,0,411,10.2,.534,.342,.162,7.5,14.7,11.1,10.5,1.8,1.3,14.4,14.3,0.1,0.6,0.7,.086,-3.4,0.9,-2.5,-0.1,,sochaje01
378,Jeremy Sochan,22,SAS,PF,28,0,358,9.8,.538,.354,.162,8.0,13.8,10.9,10.3,1.3,1.2,14.5,14.6,0.1,0.5,0.6,.081,-3.5,0.4,-3.1,-0.1,,sochaje01
378,Jeremy Sochan,22,NYK,PF,10,0,53,13.2,.505,.250,.167,4.1,21.0,12.5,12.2,4.6,1.9,13.4,11.9,0.0,0.1,0.1,.118,-3.0,4.4,1.4,0.0,,sochaje01
379,Scoot Henderson,21,POR,PG,17,3,394,12.4,.553,.500,.319,3.0,10.0,6.4,26.6,0.8,1.4,18.0,26.9,0.1,0.2,0.3,.037,-1.5,-1.9,-3.4,-0.1,,hendesc01
380,Bogdan Bogdanović,33,LAC,SG,18,3,389,8.3,.500,.609,.180,1.8,13.7,7.9,17.3,1.3,0.2,14.8,18.5,-0.2,0.2,0.1,.008,-2.9,-0.8,-3.7,-0.2,,bogdabo01
381,Devin Carter,23,SAC,PG,27,2,386,13.9,.491,.378,.311,6.2,14.2,10.1,21.3,2.7,1.2,13.5,23.7,-0.2,0.3,0.1,.014,-2.0,-0.4,-2.4,0.0,,cartede02
382,Trae Young,27,2TM,PG,15,15,384,21.2,.612,.452,.548,1.1,7.4,4.2,46.2,1.6,0.5,15.1,28.1,1.2,0.2,1.4,.171,4.2,-1.5,2.7,0.5,,youngtr01
382,Trae Young,27,ATL,PG,10,10,280,19.9,.577,.437,.541,0.0,5.9,2.9,45.5,1.7,0.3,13.5,28.7,0.7,0.2,0.9,.158,3.5,-1.8,1.7,0.3,,youngtr01
382,Trae Young,27,WAS,PG,5,5,104,24.7,.723,.500,.571,4.0,11.4,7.7,48.0,1.4,0.8,19.8,26.3,0.4,0.0,0.4,.207,6.2,-0.8,5.4,0.2,,youngtr01
383,Maxi Kleber,34,LAL,PF,35,1,383,8.5,.545,.367,.367,8.5,11.9,10.2,7.2,1.7,2.4,15.7,9.4,0.2,0.3,0.6,.073,-3.8,0.4,-3.4,-0.1,,klebima01
384,Sharife Cooper,24,WAS,PG,26,0,381,11.5,.578,.303,.288,2.8,10.7,6.7,22.3,1.0,0.5,19.1,20.1,0.1,0.0,0.1,.009,-2.8,-2.9,-5.7,-0.4,,coopesh01
385,Pete Nance,25,MIL,PF,34,0,379,12.9,.692,.613,.019,4.2,15.2,9.8,7.9,1.2,1.3,13.7,14.5,0.4,0.2,0.7,.084,-0.4,-1.1,-1.5,0.0,,nancepe01
386,Branden Carlson,26,OKC,C,35,2,376,15.9,.601,.455,.127,7.2,18.9,13.2,8.0,0.8,4.7,8.4,17.8,0.5,0.7,1.2,.152,-0.2,0.2,0.0,0.2,,carlsbr01
387,Julian Phillips,22,2TM,SF,42,2,364,10.4,.550,.541,.173,6.6,6.9,6.8,2.9,2.7,1.7,7.0,13.1,0.2,0.3,0.5,.071,-2.4,0.4,-1.9,0.0,,phillju01
387,Julian Phillips,22,CHI,SF,35,2,334,9.4,.533,.557,.125,7.1,6.9,7.0,2.7,2.4,1.6,7.0,12.6,0.1,0.3,0.4,.057,-2.8,0.0,-2.8,-0.1,,phillju01
387,Julian Phillips,22,MIN,SF,7,0,30,22.1,.672,.400,.600,0.0,7.2,3.7,4.6,6.4,2.9,7.3,19.2,0.1,0.1,0.1,.228,2.7,4.9,7.7,0.1,,phillju01
388,Jeremiah Robinson-Earl,25,2TM,PF,22,3,361,9.4,.468,.410,.180,10.5,20.6,15.4,5.7,1.2,0.2,10.0,14.0,0.0,0.3,0.2,.032,-3.4,-1.7,-5.2,-0.3,,robinje02
